,balance_account,purchases_amount,paid_advance,full_purchases,balance_frequency_update,installments,purchases_frequency,full_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,nr_cash_advances,nr_purchases,credit_limit,fixed_rate_period,payments,min_payments,full_payment_prc,ClusterID3,ClusterID4,ClusterID5,ClusterID6,ClusterID8
3554,3120.25648,339.96,3585.8348920000008,0.0,1.0,339.96,1.0,0.0,1.0,0.25,3,12,8000.0,12,861.1743150000002,893.770943,0.0,0,0,4,0,4
3555,1884.252524,1358.88,0.0,116.63,1.0,1242.25,1.0,0.166667,1.0,0.0,0,79,1200.0,12,303.560901,18959.86938,0.0,2,0,4,0,5
3556,851.2781679999998,0.0,2037.036785,0.0,0.727273,0.0,0.0,0.0,0.0,0.166667,3,0,3000.0,12,4998.620598,282.771821,0.111111,0,3,3,1,3
3557,5063.070919,2742.33,367.915403,517.3,1.0,2225.03,0.916667,0.75,0.916667,0.083333,1,31,7500.0,12,11263.92185,3417.4591909999995,0.083333,2,0,1,2,6
3558,1773.323689,1423.71,0.0,1423.71,1.0,0.0,1.0,1.0,0.0,0.0,0,17,5000.0,12,1410.310559,423.078833,0.0,0,0,1,0,1
3559,5.310611,234.0,0.0,0.0,0.25,234.0,0.625,0.0,0.625,0.0,0,6,1500.0,8,303.7047990000001,19.894581,0.0,0,3,4,3,0
3560,2363.615492000001,1441.32,0.0,374.64,1.0,1066.68,0.833333,0.083333,0.833333,0.0,0,11,6000.0,12,1055.392983,988.408977,0.0,0,0,4,0,4
3561,5484.8004759999985,0.0,1239.217984,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,8,0,6000.0,12,2060.020446,1306.960035,0.0,1,1,0,4,2
3562,1462.280124,516.0,0.0,0.0,1.0,516.0,1.0,0.0,1.0,0.0,0,12,1500.0,12,752.367432,1009.381645,0.0,0,0,4,0,4
3563,5493.90406,229.0,970.591332,0.0,1.0,229.0,0.416667,0.0,0.333333,0.333333,4,6,6000.0,12,2110.557023,1895.02617,0.0,1,1,0,1,3
3564,97.000375,552.09,0.0,95.0,1.0,457.09,1.0,0.083333,0.833333,0.0,0,13,12000.0,12,601.430928,188.896158,0.083333,0,0,4,0,4
3565,342.76107,20.0,148.074839,20.0,1.0,0.0,0.083333,0.083333,0.0,0.25,3,1,500.0,12,507.859879,198.241326,0.0,0,3,3,1,3
3566,229.295689,2099.89,0.0,2099.89,1.0,0.0,1.0,1.0,0.0,0.0,0,14,3000.0,12,2470.2559530000008,176.361201,0.0,0,0,1,0,1
3567,3497.200665,1350.13,1938.008846,519.8,1.0,830.33,0.666667,0.416667,0.583333,0.166667,3,32,4000.0,12,1882.437447,1279.813588,0.0,0,0,1,0,1
3568,9.252573,0.0,943.60879,0.0,0.454545,0.0,0.0,0.0,0.0,0.083333,1,0,1200.0,12,949.846251,44.502743,0.0,0,3,3,3,0
3569,2161.715499,0.0,2651.876149,0.0,0.875,0.0,0.0,0.0,0.0,0.125,4,0,3000.0,8,662.3549730000002,411.86658,0.0,0,3,3,1,3
3570,32.726042,303.51,0.0,303.51,0.636364,0.0,0.333333,0.333333,0.0,0.0,0,5,1200.0,12,550.181692,100.810197,0.666667,0,3,3,3,0
3571,141.65674099999995,1109.83,379.155222,1109.83,0.181818,0.0,0.166667,0.166667,0.0,0.083333,1,3,1200.0,12,0.0,,0.0,0,3,3,3,0
3572,519.444307,525.0,0.0,0.0,1.0,525.0,1.0,0.0,1.0,0.0,0,12,1000.0,12,1500.456687,806.258492,0.083333,0,0,4,0,4
3573,1764.083164,329.47,58.536178,0.0,1.0,329.47,1.0,0.0,1.0,0.166667,2,22,1800.0,12,789.269658,798.373689,0.0,0,0,4,0,4
3574,130.545845,1738.48,0.0,631.0,1.0,1107.48,1.0,0.083333,1.0,0.0,0,33,2000.0,12,1928.666446,167.893173,0.75,0,0,4,0,4
3575,2228.47847,979.11,809.443906,197.05,1.0,782.06,1.0,0.166667,1.0,0.166667,2,31,2900.0,12,1097.760409,1330.385356,0.0,0,0,4,0,4
3576,2342.724406,0.0,4697.170219,0.0,0.909091,0.0,0.0,0.0,0.0,0.333333,7,0,8000.0,12,6049.990217000001,517.0908519999998,0.090909,1,1,0,4,2
3577,2783.614341,1725.05,1004.424902,700.05,1.0,1025.0,0.916667,0.333333,0.75,0.416667,5,18,5000.0,12,812.5346559999998,934.885255,0.0,0,0,4,0,4
3578,468.693449,4930.68,0.0,4012.0,1.0,918.68,1.0,0.416667,1.0,0.0,0,40,12000.0,12,4552.742211,217.937998,0.833333,2,0,1,2,1
3579,190.570683,620.64,0.0,219.0,1.0,401.64,1.0,0.083333,1.0,0.0,0,13,2500.0,12,412.129864,163.204795,0.166667,0,0,4,0,4
3580,709.473364,548.85,153.665694,385.29,1.0,163.56,0.666667,0.333333,0.5,0.083333,1,13,1200.0,12,381.15677,213.8837,0.0,0,0,4,0,4
3581,2981.811529,120.0,1085.441874,120.0,1.0,0.0,0.083333,0.083333,0.0,0.416667,12,1,6500.0,12,870.6612349999998,653.785649,0.0,1,1,0,1,3
3582,112.702102,1437.38,0.0,1437.38,0.909091,0.0,0.583333,0.583333,0.0,0.0,0,17,2000.0,12,1469.0574869999996,127.594194,1.0,0,0,4,0,1
3583,1330.585412,304.6,0.0,304.6,1.0,0.0,1.0,1.0,0.0,0.0,0,12,8000.0,12,1310.489719,385.183578,0.0,0,0,1,0,1
3584,992.724168,527.88,1677.055839,0.0,1.0,527.88,1.0,0.0,0.916667,0.166667,2,12,2000.0,12,2997.7144550000007,373.079303,0.0,0,0,4,0,4
3585,837.9505849999998,8273.18,0.0,2904.89,1.0,5368.29,1.0,1.0,1.0,0.0,0,53,7000.0,12,7883.621179000002,208.069929,1.0,2,2,1,2,6
3586,2004.914139,3628.29,0.0,1937.35,1.0,1690.94,1.0,0.916667,1.0,0.0,0,73,11500.0,12,1718.2209239999993,551.63308,0.0,2,0,1,2,6
3587,1857.961278,0.0,1005.292057,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,13,0,2500.0,12,288.461702,814.4235150000002,0.0,1,3,3,1,3
3588,1333.252963,0.0,408.108731,0.0,1.0,0.0,0.0,0.0,0.0,0.272727,10,0,4000.0,11,627.520326,325.729395,0.0,0,3,3,1,3
3589,1098.392083,0.0,1297.518366,0.0,1.0,0.0,0.0,0.0,0.0,0.25,4,0,1200.0,12,1490.988443,330.627174,0.090909,0,3,3,1,3
3590,45.625764,0.0,385.9505180000001,0.0,0.545455,0.0,0.0,0.0,0.0,0.25,3,0,10000.0,12,256.794478,116.200667,0.1,0,3,3,3,0
3591,31.973194,94.53,0.0,94.53,0.545455,0.0,0.083333,0.083333,0.0,0.0,0,2,2100.0,12,114.614967,140.16960600000002,0.0,0,3,3,3,0
3592,126.622651,1015.3,0.0,1015.3,0.375,0.0,0.25,0.25,0.0,0.0,0,5,4500.0,8,2583.278505,75.160365,1.0,0,3,3,3,0
3593,1096.517209,0.0,2408.490506,0.0,0.833333,0.0,0.0,0.0,0.0,0.666667,6,0,2000.0,6,822.7415219999998,171.04924599999995,0.0,1,3,3,1,3
3594,4.686854,28.8,0.0,0.0,0.428571,28.8,0.428571,0.0,0.285714,0.0,0,3,1500.0,7,34.401591,60.436139,1.0,0,3,4,3,0
3595,108.386507,211.9,0.0,211.9,1.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5100.0,12,131.85375,125.337911,0.0,0,3,3,1,3
3596,4612.9351670000015,158.2,5391.599959,0.0,0.9,158.2,0.3,0.0,0.2,0.4,9,3,6000.0,10,756.247099,1379.468717,0.0,1,1,0,4,2
3597,986.149218,0.0,2955.030338,0.0,0.454545,0.0,0.0,0.0,0.0,0.166667,6,0,3000.0,12,832.894753,706.541302,0.0,0,3,3,3,0
3598,3171.1754100000007,109.16,4586.702891,0.0,1.0,109.16,0.083333,0.0,0.083333,0.333333,10,1,6000.0,12,598.08223,1307.447265,0.0,1,1,0,4,2
3599,2374.663583,2242.26,228.465161,1222.96,1.0,1019.3,1.0,0.416667,1.0,0.083333,2,42,2850.0,12,2073.374513,874.422722,0.0,2,0,1,0,4
3600,2066.764509,421.12,2099.57077,421.12,1.0,0.0,0.083333,0.083333,0.0,0.333333,26,1,2500.0,12,701.557906,1397.322018,0.0,1,1,0,4,2
3601,16.379412,178.15,0.0,0.0,0.454545,178.15,0.25,0.0,0.25,0.0,0,3,5000.0,12,229.376368,89.613822,0.181818,0,3,3,3,0
3602,2237.238086,120.0,0.0,120.0,1.0,0.0,0.125,0.125,0.0,0.0,0,1,2500.0,8,343.102984,712.986387,0.0,0,3,3,1,3
3603,135.25122,904.55,0.0,63.4,1.0,841.15,0.75,0.083333,0.583333,0.0,0,21,7500.0,12,990.722558,163.711273,0.0,0,0,4,0,4
3604,2723.3692170000004,10410.49,0.0,1158.84,0.909091,9251.65,0.75,0.666667,0.583333,0.0,0,41,19500.0,12,9695.650901,726.696049,0.363636,2,2,2,2,6
3605,14.289109,275.21,0.0,0.0,0.909091,275.21,1.0,0.0,1.0,0.0,0,18,7500.0,12,384.69094,96.596385,0.6,0,0,4,0,4
3606,2287.486277,0.0,2705.0948940000007,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,1,0,3000.0,6,341.751466,327.277488,0.0,0,3,3,1,3
3607,400.462305,0.0,822.959124,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,12,0,5000.0,12,1034.178777,156.202558,0.083333,1,1,3,1,3
3608,318.805232,300.39,163.100401,106.89,1.0,193.5,1.0,0.1,0.9,0.1,8,13,1000.0,10,129.074206,247.966507,0.111111,0,0,4,0,4
3609,2503.438106,2001.69,268.761003,1437.24,1.0,564.45,1.0,0.5,1.0,0.333333,11,49,3000.0,12,1199.370357,985.937337,0.0,2,0,1,0,1
3610,550.533381,0.0,2486.6246960000008,0.0,0.714286,0.0,0.0,0.0,0.0,0.714286,23,0,1500.0,7,3762.550924,177.096478,0.333333,1,1,0,4,2
3611,293.979281,45.65,0.0,45.65,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,12,486.06331100000006,252.868183,0.0,0,3,3,1,3
3612,4198.61809,17.3,2845.86846,17.3,0.727273,0.0,0.083333,0.083333,0.0,0.25,6,1,8954.545455,12,10226.60176,1024.126428,0.1,1,1,0,4,2
3613,4.930929,189.72,0.0,0.0,0.444444,189.72,1.0,0.0,0.8888889999999999,0.0,0,9,1500.0,9,284.411628,19.278758,0.166667,0,0,4,3,4
3614,502.399014,0.0,1392.472408,0.0,0.428571,0.0,0.0,0.0,0.0,0.285714,4,0,1500.0,7,0.0,,0.0,0,3,3,3,0
3615,145.085902,1284.74,0.0,1284.74,1.0,0.0,0.5,0.5,0.0,0.0,0,16,3000.0,12,2524.4745390000007,167.031924,0.166667,0,3,3,1,1
3616,42.045574,90.0,0.0,90.0,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,12,28.556632,141.90112,0.0,0,3,3,1,3
3617,1402.776239,0.0,36.202957,0.0,1.0,0.0,0.0,0.0,0.0,0.181818,2,0,1500.0,11,152.324616,3244.712702,0.0,0,3,3,1,3
3618,4507.000722,7394.18,5424.701791,2288.2,1.0,5105.98,1.0,0.916667,1.0,0.833333,40,130,11000.0,12,10460.87946,1076.5895,0.0,2,2,2,2,6
3619,293.614532,839.61,2018.794348,839.61,0.857143,0.0,0.714286,0.714286,0.0,0.857143,12,11,3000.0,7,2585.110269,102.177146,0.5,1,1,0,4,2
3620,2494.868559,5491.79,0.0,1390.5,1.0,4101.29,1.0,0.5,1.0,0.0,0,52,17000.0,12,1015.311953,615.92402,0.0,2,2,1,2,6
3621,398.65758,1331.25,647.9823230000002,349.47,1.0,981.78,1.0,0.333333,0.8888889999999999,0.111111,2,20,6000.0,9,343.581118,132.768622,0.0,0,0,4,0,4
3622,459.812734,0.0,489.495254,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1,0,500.0,10,144.047038,229.740381,0.0,0,3,3,1,3
3623,713.959917,542.96,268.410928,452.96,1.0,90.0,0.833333,0.416667,0.416667,0.166667,4,13,2500.0,12,195.490243,229.465974,0.0,0,0,4,0,4
3624,2432.276042,7156.11,1543.726862,5921.26,1.0,1234.85,0.833333,0.833333,0.666667,0.166667,3,198,9500.0,12,1914.832296,621.422606,0.083333,2,2,1,2,6
3625,128.25396,1105.0,0.0,0.0,0.818182,1105.0,0.75,0.0,0.666667,0.0,0,14,2500.0,12,1224.344711,132.96663,0.636364,0,0,4,0,4
3626,1963.239125,67.55,1935.971876,0.0,1.0,67.55,0.25,0.0,0.166667,0.333333,6,3,2500.0,12,459.929854,543.168888,0.0,0,3,3,1,3
3627,1954.920348,1016.34,0.0,1016.34,1.0,0.0,0.333333,0.333333,0.0,0.0,0,9,7500.0,12,481.559934,595.6503240000002,0.0,0,3,3,1,3
3628,160.15008,1639.97,0.0,971.97,1.0,668.0,1.0,1.0,0.416667,0.0,0,20,7000.0,12,1579.491353,178.416176,0.916667,2,0,1,0,1
3629,126.169985,1155.0,0.0,0.0,1.0,1155.0,0.833333,0.0,0.833333,0.0,0,10,3900.0,12,1375.353007,158.020499,0.909091,0,0,4,0,4
3630,1.753241,0.0,390.92983,0.0,0.571429,0.0,0.0,0.0,0.0,0.14285699999999998,2,0,3000.0,7,704.789521,46.396619,1.0,0,3,3,3,0
3631,113.563652,729.6,0.0,0.0,1.0,729.6,1.0,0.0,1.0,0.0,0,12,1000.0,12,596.5397379999998,176.463251,0.545455,0,0,4,0,4
3632,1502.292117,0.0,188.762242,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,4600.0,12,544.978537,368.962968,0.0,0,3,3,1,3
3633,0.228572,60.0,0.0,60.0,0.125,0.0,0.125,0.125,0.0,0.0,0,1,1500.0,8,438.738982,,0.0,0,3,3,3,0
3634,82.414018,219.24,0.0,0.0,1.0,219.24,1.0,0.0,1.0,0.0,0,12,1500.0,12,128.095464,170.440977,0.0,0,0,4,0,4
3635,4968.771623,3441.3,0.0,2416.7,1.0,1024.6,1.0,0.333333,0.833333,0.0,0,26,11500.0,12,1385.717858,1499.391822,0.0,2,0,1,2,1
3636,80.545433,374.37,0.0,0.0,1.0,374.37,1.0,0.0,1.0,0.0,0,27,1500.0,12,249.78655,164.519177,0.0,0,0,4,0,4
3637,1083.0766199999996,0.0,91.903204,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,1200.0,12,309.300185,476.830891,0.0,0,3,3,1,3
3638,313.360445,1031.91,0.0,1031.91,0.818182,0.0,0.5,0.5,0.0,0.0,0,10,3000.0,12,2534.336507,121.667988,0.111111,0,3,3,1,3
3639,900.2412380000002,1674.32,0.0,1200.7,1.0,473.62,1.0,0.8,0.9,0.0,0,69,1500.0,10,66.610309,526.873944,0.0,2,0,1,0,1
3640,1519.317855,0.0,548.289216,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,2000.0,12,456.098668,392.102723,0.0,0,3,3,1,3
3641,9303.557117,6133.01,1895.60877,4045.67,1.0,2087.34,1.0,1.0,1.0,0.833333,23,115,12500.0,12,4054.579469,2998.465025,0.0,2,2,1,2,6
3642,1874.572121,0.0,1359.837109,0.0,1.0,0.0,0.0,0.0,0.0,0.916667,17,0,2500.0,12,329.7973970000001,507.068261,0.0,1,1,0,4,2
3643,2935.397877,0.0,343.694226,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,10,0,3000.0,12,949.675235,2723.330171,0.0,1,3,3,1,3
3644,129.61390500000002,1083.04,0.0,1083.04,0.636364,0.0,0.333333,0.333333,0.0,0.0,0,10,5500.0,12,1958.462851,87.443335,1.0,0,3,3,3,0
3645,98.46389,1206.38,0.0,1017.26,0.909091,189.12,1.0,0.333333,1.0,0.0,0,17,6500.0,12,1146.597649,148.652054,0.875,0,0,4,0,4
3646,4338.5588560000015,5677.76,0.0,1640.55,1.0,4037.21,1.0,0.083333,1.0,0.0,0,34,5500.0,12,1897.437629,1479.159589,0.0,2,0,1,2,6
3647,2447.872198,2108.56,0.0,1563.4,1.0,545.16,0.916667,0.416667,0.916667,0.0,0,14,7000.0,12,730.926311,718.232165,0.0,0,0,1,0,1
3648,26.485924,256.44,0.0,0.0,1.0,256.44,0.666667,0.0,0.666667,0.0,0,12,1500.0,12,235.328971,162.324595,0.166667,0,0,4,0,4
3649,134.42288,80.7,711.669524,0.0,0.857143,80.7,0.428571,0.0,0.285714,0.285714,2,3,1000.0,7,100.048584,93.354481,0.4,0,3,3,1,3
3650,176.721561,1707.26,0.0,403.54,1.0,1303.72,0.916667,0.083333,0.833333,0.0,0,18,3300.0,12,0.0,,0.0,0,0,4,0,4
3651,1055.9949800000004,1482.18,0.0,1482.18,1.0,0.0,0.333333,0.333333,0.0,0.0,0,6,1500.0,12,1418.618359,2733.6960710000008,0.0,0,3,3,1,3
3652,83.279708,899.73,0.0,899.73,0.545455,0.0,0.333333,0.333333,0.0,0.0,0,5,8000.0,12,1846.833247,136.93428799999998,1.0,0,3,3,3,0
3653,7190.047748000001,1549.61,3269.100834,1549.61,1.0,0.0,0.666667,0.666667,0.0,0.75,11,19,17500.0,12,1727.425472,1770.058766,0.0,1,1,0,4,2
3654,3.562442,735.0,0.0,0.0,0.454545,735.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,12,1256.297676,64.518375,0.0,0,3,4,3,0
3655,5967.47527,214.55,8555.409326,0.0,0.833333,214.55,0.833333,0.0,0.666667,0.666667,13,5,9000.0,6,966.202912,861.949906,0.0,1,1,0,4,2
3656,4178.625215,1431.89,0.0,430.69,1.0,1001.2,1.0,0.416667,0.833333,0.0,0,39,4000.0,12,2384.542045,3868.70983,0.0,2,0,1,0,4
3657,1452.616145,522.29,0.0,45.65,1.0,476.64,1.0,0.083333,1.0,0.0,0,13,1500.0,12,851.3384050000002,1081.224031,0.0,0,0,4,0,4
3658,64.08090899999999,927.0,0.0,600.0,0.454545,327.0,0.25,0.083333,0.166667,0.0,0,4,5000.0,12,1260.16384,59.04439,0.222222,0,3,3,3,0
3659,2006.680789,121.93,3398.994695000001,78.81,1.0,43.12,0.7,0.2,0.6,0.8,21,9,4000.0,10,375.493789,412.394326,0.0,1,1,0,4,2
3660,1097.28593,0.0,37.643261,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,1200.0,12,236.375748,259.21298,0.0,0,3,3,1,3
3661,30.072702000000003,461.99,0.0,461.99,0.454545,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,12,945.998757,104.810436,0.666667,0,3,3,3,0
3662,50.366106,507.57,0.0,507.57,0.363636,0.0,0.083333,0.083333,0.0,0.0,0,2,6000.0,12,503.2543490000001,34.488495,0.0,0,3,3,3,0
3663,33.528505,477.5,0.0,193.5,0.818182,284.0,0.583333,0.166667,0.333333,0.0,0,17,3000.0,12,591.867645,157.374987,0.625,0,0,4,0,4
3664,2891.678357,0.0,7981.152983,0.0,0.454545,0.0,0.0,0.0,0.0,0.083333,4,0,10000.0,12,1379.83404,1840.913723,0.0,1,1,0,4,2
3665,2743.221459,0.0,776.0129099999998,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2,0,3000.0,12,668.2070150000002,934.308332,0.0,0,3,3,1,3
3666,1516.92862,3217.99,0.0,2500.23,1.0,717.76,1.0,0.25,0.916667,0.0,0,26,3000.0,12,608.263689,490.207013,0.25,2,0,4,0,4
3667,803.052704,19.75,0.0,19.75,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,12,402.155365,322.394919,0.0,0,3,3,1,3
3668,13.617679999999998,396.0,0.0,0.0,0.909091,396.0,1.0,0.0,1.0,0.0,0,12,3000.0,12,392.233211,144.853589,0.818182,0,0,4,0,4
3669,1843.191023,1446.48,1450.172456,0.0,1.0,1446.48,1.0,0.0,1.0,0.083333,1,48,2000.0,12,945.67939,921.657393,0.0,0,0,4,0,4
3670,108.889031,1145.85,0.0,445.85,1.0,700.0,1.0,0.916667,0.75,0.0,0,22,5000.0,12,874.238956,179.080958,0.833333,2,0,1,0,1
3671,1103.834373,0.0,155.41423899999995,0.0,0.363636,0.0,0.0,0.0,0.0,0.333333,4,0,7000.0,12,4021.9567520000014,410.666163,0.0,0,3,3,3,0
3672,3310.573808,717.14,0.0,649.14,1.0,68.0,0.5,0.333333,0.083333,0.0,0,7,12500.0,12,1372.959063,775.7961809999998,0.0,0,3,3,1,3
3673,935.042217,1000.0,0.0,1000.0,1.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,12,204.111522,215.712999,0.0,0,3,3,1,3
3674,5292.264382,0.0,3383.299741,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,9,0,8000.0,9,994.210187,1051.709303,0.0,1,1,0,4,2
3675,72.76697,0.0,952.855308,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,2500.0,12,945.465018,56.782521,0.090909,0,3,3,1,3
3676,28.909122,177.05,0.0,0.0,1.0,177.05,0.5,0.0,0.333333,0.0,0,5,1200.0,6,165.005267,88.205007,0.0,0,3,3,1,3
3677,52.806957,266.68,0.0,0.0,1.0,266.68,0.333333,0.0,0.333333,0.0,0,4,2000.0,12,367.892428,196.742169,0.5,0,3,4,1,4
3678,7.954283999999999,56.0,0.0,56.0,0.272727,0.0,0.083333,0.083333,0.0,0.0,0,1,10500.0,12,312.280331,82.975613,0.0,0,3,3,3,0
3679,481.961018,967.23,6718.127621,585.5,0.909091,381.73,0.25,0.166667,0.166667,0.666667,19,15,1400.0,12,9282.027007,217.823333,0.571429,1,1,0,4,2
3680,1001.435526,0.0,1098.2915039999998,0.0,1.0,0.0,0.0,0.0,0.0,0.14285699999999998,4,0,1200.0,7,174.56968500000005,303.579585,0.0,0,3,3,1,3
3681,160.492501,897.45,0.0,897.45,1.0,0.0,0.666667,0.666667,0.0,0.0,0,13,1200.0,6,606.996033,56.91891700000001,0.0,0,3,3,1,1
3682,2089.997028,2576.0,0.0,2576.0,1.0,0.0,0.25,0.25,0.0,0.0,0,4,5700.0,12,574.514857,531.183467,0.0,0,3,3,1,3
3683,2944.156996,12.22,244.694657,12.22,1.0,0.0,0.083333,0.083333,0.0,0.166667,2,1,3000.0,12,628.31462,1288.695715,0.0,0,3,3,1,3
3684,331.110003,3816.0,0.0,0.0,1.0,3816.0,1.0,0.0,1.0,0.0,0,12,2350.0,12,3234.025148,1024.833655,0.25,2,0,4,0,4
3685,1687.5701370000004,162.04,0.0,73.04,1.0,89.0,0.25,0.083333,0.166667,0.0,0,4,1800.0,12,331.015115,919.874346,0.0,0,3,3,1,3
3686,1478.069308,0.0,37.483718,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,1500.0,12,287.1320100000001,531.6550530000002,0.0,0,3,3,1,3
3687,1173.112709,823.05,1000.869648,573.05,1.0,250.0,0.5,0.25,0.416667,0.25,3,11,1500.0,12,2049.345099,266.90291,0.0,0,3,3,1,3
3688,21.462595,193.4,0.0,0.0,0.727273,193.4,0.666667,0.0,0.666667,0.0,0,8,2500.0,12,264.851292,154.489371,1.0,0,0,4,0,4
3689,37.022109,247.92,0.0,0.0,1.0,247.92,1.0,0.0,1.0,0.0,0,12,4000.0,12,227.869425,172.187284,0.333333,0,0,4,0,4
3690,1.956658,393.71,0.0,168.71,0.272727,225.0,0.416667,0.166667,0.25,0.0,0,6,1700.0,12,178.707279,,0.0,0,3,3,3,0
3691,1917.203534,0.0,84.438672,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1,0,2000.0,12,468.617347,899.048237,0.0,0,3,3,1,3
3692,243.590067,1995.25,0.0,410.21,1.0,1585.04,1.0,0.416667,1.0,0.0,0,49,5700.0,12,2413.9198,227.534843,0.166667,2,0,1,0,4
3693,6057.280526,2235.12,0.0,1102.4,1.0,1132.72,1.0,0.5,1.0,0.0,0,103,10500.0,12,1489.016246,1494.385566,0.0,2,0,1,2,6
3694,80.513636,588.2,0.0,65.0,1.0,523.2,1.0,0.083333,0.916667,0.0,0,13,3000.0,12,601.7788889999998,176.52637,0.5,0,0,4,0,4
3695,1869.125099,158.2,1402.159983,158.2,0.545455,0.0,0.083333,0.083333,0.0,0.083333,1,1,6500.0,12,6585.792428,559.387332,0.090909,0,3,3,3,0
3696,1688.5210969999996,0.0,2863.918199,0.0,0.909091,0.0,0.0,0.0,0.0,0.181818,5,0,3000.0,11,3572.27487,411.099829,0.125,0,3,3,1,3
3697,3419.661676,11.06,1261.347779,11.06,1.0,0.0,0.083333,0.083333,0.0,0.083333,1,1,4000.0,12,745.984976,1243.56477,0.0,0,3,3,1,3
3698,0.0,123.1,0.0,0.0,0.0,123.1,0.75,0.0,0.75,0.0,0,9,4000.0,12,101.639354,,0.0,0,3,4,3,0
3699,1374.266113,1814.3,0.0,1596.8,1.0,217.5,0.666667,0.333333,0.416667,0.0,0,10,6500.0,12,2668.399516,413.987806,0.0,0,0,4,0,1
3700,830.073634,0.0,1803.238152,0.0,1.0,0.0,0.0,0.0,0.0,0.25,7,0,14000.0,12,2173.470034,233.202069,0.0,1,3,3,1,3
3701,757.964752,157.4,0.0,157.4,0.875,0.0,0.125,0.125,0.0,0.0,0,6,1200.0,8,1494.480376,2638.59841,0.0,0,3,3,1,3
3702,367.033521,567.75,0.0,567.75,1.0,0.0,0.666667,0.666667,0.0,0.0,0,8,600.0,12,484.20499,210.03677,0.0,0,3,3,1,1
3703,975.165854,2281.56,98.596565,2281.56,1.0,0.0,0.916667,0.916667,0.0,0.166667,2,29,20000.0,12,2068.187388,243.235999,0.0,2,0,1,2,1
3704,1308.126179,102.75,0.0,0.0,1.0,102.75,0.833333,0.0,0.75,0.0,0,10,3000.0,12,865.740388,288.129171,0.0,0,0,4,0,4
3705,217.10156,2953.03,0.0,2953.03,0.818182,0.0,0.166667,0.166667,0.0,0.0,0,3,5000.0,12,3123.296573,118.209566,0.125,0,3,3,1,3
3706,361.588846,312.69,370.511697,312.69,1.0,0.0,0.25,0.25,0.0,0.166667,2,5,7500.0,12,867.628724,167.467416,0.0,0,3,3,1,3
3707,2042.585017,498.96,2364.540395,0.0,0.857143,498.96,0.857143,0.0,0.714286,0.285714,5,9,2500.0,7,414.718951,1517.202791,0.0,0,0,4,0,4
3708,64.472043,200.02,0.0,0.0,0.727273,200.02,0.25,0.0,0.25,0.0,0,3,1200.0,12,442.334336,170.875613,0.222222,0,3,3,3,0
3709,1613.321542,252.0,0.0,252.0,1.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1800.0,12,833.5157059999998,592.475313,0.0,0,3,3,1,3
3710,0.0,581.0,0.0,0.0,0.0,581.0,0.583333,0.0,0.583333,0.0,0,7,1000.0,12,692.5237179999998,,0.0,0,3,3,3,0
3711,21.542924,0.0,1087.758564,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,4,0,1200.0,12,1173.576762,158.97516299999995,0.090909,0,3,3,1,3
3712,208.19101,2395.88,0.0,1516.09,1.0,879.79,1.0,1.0,0.75,0.0,0,63,5000.0,12,2131.759516,177.898546,0.75,2,0,1,2,1
3713,405.162601,0.0,4679.312402000001,0.0,0.545455,0.0,0.0,0.0,0.0,0.25,8,0,17000.0,12,8946.495566,153.782546,0.75,1,1,0,4,2
3714,1081.065726,554.85,952.424906,262.4,1.0,292.45,0.5,0.25,0.333333,0.166667,8,20,2100.0,12,1898.82812,382.716751,0.0,0,3,3,1,3
3715,72.57570600000003,0.0,907.958603,0.0,0.181818,0.0,0.0,0.0,0.0,0.083333,2,0,1000.0,12,2988.425347,42.653262,0.0,0,3,3,3,0
3716,1094.300448,1967.86,0.0,558.69,1.0,1409.17,1.0,0.5,1.0,0.0,0,140,11500.0,12,1413.122627,387.054045,0.0,2,0,1,2,6
