,customer_id,balance_account,purchases_amount,paid_advance,full_purchases,balance_frequency_update,installments,purchases_frequency,full_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,nr_cash_advances,nr_purchases,credit_limit,fixed_rate_period,payments,min_payments,full_payment_prc
3178,VFhOJz3b4je6xHIk,392.896462,450.0,517.197717,450.0,0.909091,0.0,0.818182,0.818182,0.0,0.272727,5.0,9.0,500.0,11.0,769.083695,496.215787,0.0
3179,k2nKFZ7HYMTCsbPn,6533.309582,0.0,4257.018953,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,11.0,0.0,8500.0,12.0,1691.047119,1914.459253,0.0
3180,5rKhpsqfOYaVIzuc,2922.487907,71.07,3595.158425,0.0,1.0,71.07,0.25,0.0,0.166667,0.166667,9.0,3.0,9500.0,12.0,9226.751112,797.250949,0.0
3181,68IXNi92QCTrO2NW,497.908027,245.39,0.0,0.0,1.0,245.39,0.583333,0.0,0.5,0.0,0.0,7.0,4000.0,12.0,328.796655,165.308304,0.0
3182,6WiijNMaFEVV4MNu,56.215217,402.13,0.0,0.0,1.0,402.13,1.0,0.0,1.0,0.0,0.0,40.0,1000.0,12.0,297.931037,170.67847700000004,0.666667
3183,LMlduRgmAtpHuVhr,39.552396,180.0,0.0,0.0,1.0,180.0,1.0,0.0,0.833333,0.0,0.0,6.0,1000.0,6.0,138.20324,86.564172,1.0
3184,TkIOXxDMyHY51t5h,3214.530319,0.0,15081.6956,0.0,1.0,0.0,0.0,0.0,0.0,0.416667,16.0,0.0,11500.0,12.0,20500.17323,799.436291,0.25
3185,AqMO5RIoWxDvReN3,67.86054,295.64,0.0,189.0,0.363636,106.64,0.666667,0.083333,0.666667,0.0,0.0,9.0,3000.0,12.0,374.782336,68.395337,0.0
3186,xae9ATamJ9mmKOec,510.953138,172.41,0.0,172.41,1.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,1200.0,12.0,959.003305,242.770679,0.0
3187,nb6JO6Q2Ay3ljZ42,4007.029155,7597.09,0.0,6761.29,1.0,835.8,1.0,1.0,0.333333,0.0,0.0,22.0,6500.0,12.0,0.0,1011.0178429158802,0.0
3188,EOqdHagHIw4kscER,4694.671605,0.0,4174.716471,0.0,1.0,0.0,0.0,0.0,0.0,0.5,14.0,0.0,12000.0,12.0,8919.228234,1075.889659,0.0
3189,MYfWVYGgum911MAh,1631.603874,0.0,831.780875,0.0,1.0,0.0,0.0,0.0,0.0,0.181818,2.0,0.0,1800.0,11.0,357.2591240000001,687.048707,0.0
3190,645DjMcKAwXc7LED,239.946118,0.0,719.007929,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,6000.0,12.0,1015.947851,133.595868,0.083333
3191,rM5FD6yAWUo72uan,5402.993017,0.01,5942.11917,0.01,1.0,0.0,0.083333,0.083333,0.0,0.166667,5.0,1.0,12000.0,12.0,1071.665067,1998.26387,0.0
3192,hS7oMqOP5WLjJFRw,899.195559,921.94,5903.784384000001,256.1,0.909091,665.84,0.916667,0.25,0.833333,0.333333,6.0,20.0,5000.0,12.0,6368.6384229999985,288.469452,0.090909
3193,S77M3qMLBYhlHHfp,48.578408,673.1,0.0,646.61,1.0,26.49,1.0,1.0,0.083333,0.0,0.0,18.0,6000.0,12.0,665.7739429999998,186.735956,1.0
3194,XGDCHuzZMxIPwbh4,42.366061,463.32,0.0,0.0,0.818182,463.32,0.75,0.0,0.666667,0.0,0.0,9.0,6500.0,12.0,499.856766,179.524229,0.714286
3195,QtxCXWdhzgqBdQ0l,867.7284710000001,41.07,0.0,0.0,1.0,41.07,0.25,0.0,0.25,0.0,0.0,3.0,3000.0,12.0,1409.282903,233.788637,0.0
3196,sGvP3FT7BnRN3DXe,3616.393429,2459.18,0.0,30.0,1.0,2429.18,1.0,0.083333,1.0,0.0,0.0,194.0,5500.0,12.0,2203.05836,922.316357,0.0
3197,uT5ZTW7sVsAxeAMj,8435.192572,0.0,8419.833270000001,0.0,1.0,0.0,0.0,0.0,0.0,0.25,15.0,0.0,9000.0,12.0,10720.57047,3284.528716,0.0
3198,8k0iskZfh5ipztlz,1838.159648,0.0,713.2453370000002,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,9.0,0.0,3500.0,12.0,2958.852784,835.751337,0.0
3199,lfqZmTZgMdJVptEt,1368.906278,0.0,5809.802917,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,8.0,0.0,6000.0,12.0,322.580506,419.059837,0.0
3200,WgSgaawOzH9Qx8Hu,263.581756,1944.26,819.47409,700.0,0.727273,1244.26,0.5,0.083333,0.416667,0.083333,2.0,10.0,2700.0,12.0,2628.464774,78.53086400000002,0.0
3201,jDyREy993iWebe8F,242.161751,686.0,0.0,686.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,5.0,1600.0,12.0,79.554524,142.15912,0.0
3202,zmZYxONB0j0L2VRs,8220.740014,5197.22,18857.05847,4001.41,1.0,1195.81,1.0,0.571429,0.857143,1.0,25.0,15.0,13000.0,7.0,12886.44123,1287.324868,0.2
3203,ItURtEQYVVuGqx0r,2608.512452,64.2,0.0,64.2,1.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,3000.0,12.0,647.4371570000002,957.631664,0.0
3204,MftJyY41KaksxQLX,517.5742759999998,4235.28,0.0,465.58,1.0,3769.7,0.916667,0.333333,0.833333,0.0,0.0,33.0,2800.0,12.0,3770.525556,200.541865,0.777778
3205,M4xJqhH8PfMasKrH,67.593395,619.59,0.0,619.59,0.454545,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,12.0,997.081601,93.320933,0.090909
3206,AteiJeFMeqUjzJIA,42.577756,4061.96,0.0,4061.96,0.909091,0.0,0.916667,0.916667,0.0,0.0,0.0,35.0,500.0,12.0,3716.880684,92.058823,0.75
3207,gR8DLDaioqNMJbCm,753.518771,1737.87,947.957969,249.12,0.636364,1488.75,1.0,0.083333,1.0,0.083333,1.0,27.0,2500.0,12.0,977.188809,313.922409,0.083333
3208,uCCieSfXYKMJCzH6,1768.589163,63.7,0.0,63.7,1.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,12.0,750.9276120000002,379.079339,0.0
3209,HIdxWxKB1ohoYqdE,13.44199,56.51,0.0,0.0,0.454545,56.51,0.25,0.0,0.25,0.0,0.0,3.0,1000.0,12.0,190.431651,153.286406,0.166667
3210,iBOtdAJpIVH7vueY,2898.484109,0.0,3021.097135,0.0,1.0,0.0,0.0,0.0,0.0,0.272727,5.0,0.0,3000.0,11.0,230.794237,13916.08593,0.0
3211,Bo0BnCHZzAbS2zhB,1599.306976,112.57,70.56407800000002,112.57,1.0,0.0,0.25,0.25,0.0,0.083333,1.0,3.0,1800.0,12.0,595.55337,379.959706,0.0
3212,xxpBx4pYD9jUyKkG,408.069031,3660.97,0.0,3660.97,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,7500.0,12.0,4471.044825,188.409994,0.666667
3213,Qq8BIivURHLOmssi,216.705656,1442.9,0.0,424.6,1.0,1018.3,1.0,0.666667,0.833333,0.0,0.0,29.0,4000.0,6.0,1111.898226,87.775306,1.0
3214,gQKBYB26aMj11Zid,4652.518270000001,4042.41,3581.376823,2731.38,1.0,1311.03,1.0,0.666667,1.0,0.333333,7.0,73.0,5000.0,12.0,7633.554879,4192.565071,0.0
3215,nJ2rYOiFhcwK405B,78.287038,1045.76,0.0,63.2,1.0,982.56,1.0,0.083333,1.0,0.0,0.0,25.0,7000.0,12.0,944.999337,133.973858,0.4
3216,gySm1XUrorr32ghk,0.401279,31.5,0.0,0.0,0.090909,31.5,0.25,0.0,0.25,0.0,0.0,3.0,3000.0,12.0,120.697352,69.89349173962547,0.0
3217,NrDPPp5glHGO4D8y,300.012533,3286.41,0.0,2689.44,1.0,596.97,1.0,1.0,0.5,0.0,0.0,53.0,1400.0,12.0,3035.03764,210.567593,0.545455
3218,kmhYCARGHzUsA0kg,765.109593,0.0,457.076354,0.0,1.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,12.0,269.369459,271.528169,0.0
3219,t1l3thm5YYa4xaJR,1817.150299,596.5,1736.759805,0.0,1.0,596.5,0.833333,0.0,0.833333,0.583333,11.0,10.0,3000.0,12.0,891.637597,474.182947,0.0
3220,IeOTRPPvIRRVRT41,243.182403,2687.48,0.0,398.67,1.0,2288.81,1.0,0.333333,1.0,0.0,0.0,67.0,5500.0,12.0,2349.060843,176.161796,1.0
3221,HuXMhfLcQytEGQCj,3441.516174000001,358.68,0.0,0.0,1.0,358.68,1.0,0.0,0.916667,0.0,0.0,12.0,7500.0,12.0,1376.000823,751.654272,0.0
3222,IoieWRmp3dJgLXB8,1383.161918,0.0,55.212259,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1500.0,12.0,276.630198,504.836908,0.0
3223,YwA8rDLJoqFhgx0f,173.075416,0.0,1193.999651,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1200.0,10.0,329.112626,372.439588,0.0
3224,QkgPp5zg7vwEtzcZ,7.297350999999999,0.0,275.471932,0.0,0.3,0.0,0.0,0.0,0.0,0.1,5.0,0.0,2500.0,10.0,1022.595043,4.363375,1.0
3225,b13LvZNlh4PgQ9K7,389.835298,0.0,2101.740346,0.0,0.818182,0.0,0.0,0.0,0.0,0.5,7.0,0.0,3000.0,12.0,2236.589562,100.212983,0.0
3226,WhAtvw71HVruEMl1,78.402006,233.34,0.0,0.0,1.0,233.34,0.833333,0.0,0.833333,0.0,0.0,10.0,3100.0,12.0,278.825852,202.802547,0.0
3227,ecklUSYRf6kWhX25,70.794108,0.0,211.854586,0.0,0.909091,0.0,0.0,0.0,0.0,0.181818,2.0,0.0,150.0,11.0,699.2924820000002,599.5493,0.0
3228,aHem0xUvMMEkVU6l,1347.883104,174.05,1714.06927,69.55,1.0,104.5,0.166667,0.083333,0.083333,0.25,5.0,3.0,3000.0,12.0,1711.8646649999996,392.529445,0.0
3229,pfSFSAHOg5s3XQxE,81.762162,777.04,0.0,521.46,0.909091,255.58,0.833333,0.5,0.75,0.0,0.0,20.0,7500.0,12.0,753.811533,162.763716,0.0
3230,tC9CUWhZiLnjkI3m,0.0,174.12,0.0,0.0,0.0,174.12,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,12.0,0.0,95.247973765607,0.0
3231,sbV8aTde9sQ1NGfI,899.526526,0.0,1363.827125,0.0,0.714286,0.0,0.0,0.0,0.0,0.14285699999999998,2.0,0.0,1500.0,7.0,202.25573,168.184085,0.0
3232,vTuMhosXIB1KsGSh,3093.592745,47.69,1438.951061,82.41,1.0,0.0,0.166667,0.083333,0.0,0.583333,15.0,1.0,4100.0,12.0,4591.237633,723.343619,0.0
3233,UFyojbTeZIIOcjn7,9962.070262,7465.91,0.0,6075.62,1.0,1390.29,1.0,0.833333,0.666667,0.0,0.0,57.0,18500.0,12.0,2403.16006,2207.068883,0.0
3234,sAPsdOPXurPyIH44,1333.896193,233.31,1432.955059,0.0,1.0,233.31,1.0,0.0,0.857143,0.285714,3.0,7.0,1500.0,7.0,310.700827,298.3301850000001,0.0
3235,uuEBq99quHiaXvQo,282.070933,1926.19,500.865079,569.8,1.0,1356.39,1.0,0.333333,0.916667,0.333333,6.0,43.0,7000.0,12.0,2609.18811,189.423175,0.333333
3236,t3F6tuHvy2GdDIf9,8.80954,114.0,0.0,0.0,0.818182,114.0,0.666667,0.0,0.666667,0.0,0.0,8.0,4000.0,12.0,160.627029,86.70082099999998,0.428571
3237,3GzoshYCnQ1aJ4jy,518.894713,0.0,2166.099038,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,3.0,0.0,1200.0,6.0,1361.199423,178.257591,0.5
3238,6vI9ksLgEHktt0GW,5901.592192,1704.95,0.0,1141.55,1.0,563.4,0.583333,0.25,0.333333,0.0,0.0,9.0,8000.0,12.0,1886.692272,1474.409318,0.0
3239,278Yhqyhq5P6K7mJ,626.213492,0.0,3393.427055,0.0,1.0,0.0,0.0,0.0,0.0,0.25,11.0,0.0,1200.0,12.0,3566.140224,473.448279,0.25
3240,Ia5TBh1YJRSOHXLs,7468.012009999998,1569.41,4500.288676,796.07,1.0,773.34,0.545455,0.454545,0.363636,0.272727,7.0,10.0,8700.0,11.0,2162.94335,4628.802111,0.0
3241,SepUjSANm8QOofxT,364.219107,142.52,654.345476,142.52,0.818182,0.0,0.083333,0.083333,0.0,0.25,6.0,2.0,2500.0,12.0,621.956899,191.258003,0.0
3242,pmL9MEIUdA3LS8i0,3957.419199,1162.63,3808.247988,1021.67,1.0,140.96,0.5,0.416667,0.166667,0.666667,21.0,14.0,7500.0,12.0,1476.991573,1451.018556,0.0
3243,RVlSU1CuxhAgnQ8O,300.8190600000001,0.0,1983.897997,0.0,1.0,0.0,0.0,0.0,0.0,0.5,13.0,0.0,3000.0,12.0,319.716795,168.70599,0.0
3244,38LAvzuYwuYKNLfW,2.71921,0.0,365.729727,0.0,0.181818,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,6000.0,12.0,3961.072777,29.048708,0.090909
3245,HtaWXwMNygdsrA1x,65.915182,840.0,0.0,0.0,0.727273,840.0,0.666667,0.0,0.583333,0.0,0.0,8.0,1000.0,12.0,1014.023858,185.815051,0.857143
3246,NebKK6bJfQyI0MAW,183.992665,1402.4,0.0,1140.5,0.818182,261.9,0.666667,0.583333,0.416667,0.0,0.0,19.0,7200.0,12.0,1262.9386060000004,239.059144,0.14285699999999998
3247,pgdg5ZlDRtlDdtkM,1396.279238,3380.44,0.0,1449.92,1.0,1930.52,1.0,0.333333,1.0,0.0,0.0,27.0,3500.0,12.0,5451.794841,385.003688,0.083333
3248,Nd7JO0hVCk6mOyJ1,6262.211034,1456.07,5425.912807,76.07,1.0,1380.0,0.333333,0.083333,0.25,0.416667,16.0,8.0,10500.0,12.0,6933.817424,1823.289954,0.0
3249,Jgr72Ath7mR0UbF2,1168.345069,0.0,96.091248,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,12.0,255.224549,252.04309,0.0
3250,6GYVApDzpykrANfY,211.1622,0.0,892.1823890000002,0.0,0.454545,0.0,0.0,0.0,0.0,0.166667,5.0,0.0,1000.0,12.0,546.738575,177.031914,0.0
3251,DSja3enuHjixS8wF,900.541751,15.8,0.0,0.0,1.0,15.8,0.25,0.0,0.25,0.0,0.0,3.0,7000.0,12.0,1542.583506,375.127536,0.0
3252,4vmfqlewtpVvZAS3,65.253182,1027.41,0.0,1027.41,0.363636,0.0,0.25,0.25,0.0,0.0,0.0,7.0,6000.0,12.0,1558.234063,165.821848,0.666667
3253,mCydrR67ngFrxrzH,1042.614416,0.0,119.716756,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,2.0,0.0,1200.0,12.0,269.011259,437.211705,0.0
3254,XSKtuiM5t5XBtpkO,32.916536,300.62,0.0,0.0,1.0,300.62,1.0,0.0,0.916667,0.0,0.0,12.0,1200.0,12.0,301.102633,152.00045,0.454545
3255,Lf885I27mNt5pC9p,831.404268,0.0,5579.552147,0.0,0.727273,0.0,0.0,0.0,0.0,0.416667,16.0,0.0,3500.0,12.0,8450.958983,243.343542,0.363636
3256,i6VKzKceKgE0fLEL,595.677343,5078.14,1424.442602,4330.53,1.0,747.61,0.916667,0.666667,0.75,0.083333,1.0,42.0,15000.0,12.0,4756.654374000002,241.894073,0.916667
3257,D9CB0rBlE8Wqysew,95.597121,101.97,97.921034,101.97,1.0,0.0,0.25,0.25,0.0,0.166667,3.0,3.0,3000.0,12.0,306.960201,174.329733,0.0
3258,1NpuOtUsaWfaHoTO,14.869439000000002,391.68,0.0,0.0,0.818182,391.68,0.833333,0.0,0.833333,0.0,0.0,10.0,1500.0,12.0,442.402951,157.621718,1.0
3259,Py1RUx56KaHBig9J,767.708957,1730.6,0.0,661.45,1.0,1069.15,1.0,0.571429,0.857143,0.0,0.0,45.0,4000.0,7.0,341.459733,126.503057,0.0
3260,kpLb7LqYPVjT0Cl4,163.335524,460.95,0.0,460.95,0.545455,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,1500.0,12.0,162.939482,77.604225,0.0
3261,7pEpqjeoibJx4NHM,1251.26572,494.04,0.0,0.0,1.0,494.04,0.727273,0.0,0.727273,0.0,0.0,12.0,1000.0,11.0,179.372971,8411.177378,0.0
3262,Qc2FzJGvqd0hPiPo,348.342172,11878.25,0.0,7958.96,0.909091,3919.29,1.0,1.0,0.416667,0.0,0.0,103.0,6000.0,12.0,11845.84124,156.68356,0.6
3263,H9st2oQr6u2elV6E,5271.415483,0.0,2193.804998,0.0,1.0,0.0,0.0,0.0,0.0,0.25,7.0,0.0,6500.0,12.0,1479.003541,1321.46938,0.0
3264,Nj1rB9zvAA2cGNOF,955.588927,0.0,54.066975,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,1000.0,12.0,196.542314,278.361413,0.0
3265,WqPheo0iOJtPYO8q,1420.113689,393.63,0.0,393.63,1.0,0.0,0.416667,0.416667,0.0,0.0,0.0,8.0,1500.0,12.0,473.832445,617.154654,0.0
3266,afFARUINBIxwOcCI,6.9619399999999985,80.43,0.0,0.0,0.272727,80.43,0.272727,0.0,0.181818,0.0,0.0,3.0,1000.0,11.0,140.958283,153.88749199999995,1.0
3267,vlKrnvaK6dQbh5lj,179.290727,2540.9,0.0,1234.77,1.0,1306.13,0.916667,0.833333,0.916667,0.0,0.0,30.0,5000.0,12.0,2478.954766,168.750901,1.0
3268,n2yK3TGph8cmXQBT,162.068326,1290.24,0.0,1201.37,0.545455,88.87,0.333333,0.25,0.166667,0.0,0.0,12.0,6000.0,12.0,963.846752,174.40391,0.25
3269,EwXuIr9RmIrseJ9u,6.682815,202.15,0.0,0.0,0.363636,202.15,0.416667,0.0,0.416667,0.0,0.0,5.0,4000.0,12.0,554.377554,99.249569,1.0
3270,FdGhV60U30Ys4FAE,966.251742,311.45,955.959749,311.45,1.0,0.0,0.333333,0.333333,0.0,0.083333,1.0,15.0,1500.0,12.0,277.522439,286.299328,0.0
3271,NgTWVKs1NXa131gS,1140.787563,2796.54,0.0,2096.49,1.0,700.05,0.833333,0.166667,0.75,0.0,0.0,15.0,4500.0,12.0,2139.874585,260.662747,0.0
3272,XQik3Pk7622eK753,5.721468,83.43,0.0,0.0,0.9,83.43,0.9,0.0,0.8,0.0,0.0,9.0,1500.0,10.0,78.559954,91.631089,0.375
3273,q1eC2tn94YIfW3XV,92.440743,1080.0,0.0,1080.0,0.909091,0.0,0.75,0.75,0.0,0.0,0.0,12.0,6000.0,12.0,1077.058667,169.005281,1.0
3274,wR5LmGKw2fvRj1Ri,1648.7018380000004,740.7,0.0,650.9,1.0,89.8,0.5,0.5,0.166667,0.0,0.0,12.0,2500.0,12.0,885.070007,366.004256,0.0
3275,lbRr2kz7A6JRpZBu,2388.030134,3832.98,1441.065248,2004.03,1.0,1828.95,1.0,1.0,1.0,0.083333,1.0,90.0,11000.0,12.0,5990.392370000001,600.8975690000002,0.083333
3276,QzEQcNOPLSaUZB7b,3261.241461,0.0,154.67203999999995,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,12.0,800.6771679999998,1588.441785,0.0
3277,DbViFAT7DS52n2Eq,3215.903805,745.48,0.0,0.0,1.0,745.48,1.0,0.0,1.0,0.0,0.0,35.0,2500.0,12.0,0.0,13722.896640591352,0.0
3278,I4MaRDtON2Szxh51,174.228543,3407.57,0.0,3276.57,0.727273,131.0,0.583333,0.583333,0.166667,0.0,0.0,25.0,3000.0,12.0,4568.864048,226.156063,0.714286
3279,5tl3XeD0zz4sCVXv,5630.793847999998,2743.66,2638.893572,2743.66,1.0,0.0,0.75,0.75,0.0,0.166667,2.0,23.0,10500.0,12.0,1251.781578,1371.137719,0.0
3280,DzvPjobEeMmCVcfH,2273.5558530000008,329.3,3360.63801,70.0,1.0,259.3,0.583333,0.083333,0.5,0.75,16.0,10.0,3000.0,12.0,3099.112794,758.644505,0.0
3281,tQVEfbHoYYoDYztt,2593.115716,0.0,3553.203852000001,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,19.0,0.0,6000.0,12.0,2420.926404,763.877119,0.0
3282,90WpR4IUIvTHhf81,9993.352521,0.0,3299.665576000001,0.0,1.0,0.0,0.0,0.0,0.0,0.5,10.0,0.0,14500.0,12.0,2580.4773600000008,2902.819273,0.0
3283,Zu2H8aE6E3NSk4TB,81.088359,554.7,0.0,316.0,0.909091,238.7,0.916667,0.166667,0.916667,0.0,0.0,13.0,1000.0,12.0,579.784969,150.21205600000005,0.4
3284,8kcGrj22Y1yaKvcF,2269.978054,0.0,3617.843539,0.0,0.909091,0.0,0.0,0.0,0.0,0.272727,4.0,0.0,3500.0,11.0,745.982616,576.331228,0.0
3285,JM1h2tBMLYvgVOHw,968.188634,69.44,0.0,0.0,1.0,69.44,0.25,0.0,0.25,0.0,0.0,3.0,1000.0,12.0,251.875749,443.131452,0.0
3286,ao5HDE0C4N2oQSgP,338.310239,2855.04,0.0,2488.95,1.0,366.09,0.75,0.25,0.583333,0.0,0.0,15.0,6000.0,12.0,2801.205072,125.713305,0.375
3287,FKaSNmD8Nl8P2s0C,264.811595,28.65,384.26178,28.65,1.0,0.0,0.083333,0.083333,0.0,0.083333,1.0,1.0,9000.0,12.0,1235.630069,194.324456,0.083333
3288,7AIxbtzgNuFqegXQ,106.894095,62.73,0.0,0.0,0.909091,62.73,0.272727,0.0,0.181818,0.0,0.0,3.0,5000.0,11.0,540.1305070000002,146.069474,0.272727
3289,6cd4LEZAonFoKSXr,6.121105,233.9,0.0,233.9,0.571429,0.0,0.428571,0.428571,0.0,0.0,0.0,5.0,10500.0,7.0,33.010201,53.9438,0.0
3290,L6y0lauJ7ifPcfVA,459.036183,755.0,0.0,185.0,1.0,570.0,1.0,0.083333,1.0,0.0,0.0,13.0,2000.0,12.0,181.336934,198.58317,0.0
3291,U8Drh50Z5pkZsbgz,3899.763741,0.0,925.72976,0.0,1.0,0.0,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,12.0,877.767833,1454.215974,0.0
3292,5lZBb1Zq5LBkFYmW,19.491307,0.0,1161.514855,0.0,0.363636,0.0,0.0,0.0,0.0,0.083333,3.0,0.0,1200.0,12.0,3338.597271,9.550733,0.5
3293,DTR5zfn4vzvBO827,831.8357139999998,750.02,477.128277,588.02,0.875,162.0,0.75,0.375,0.625,0.25,7.0,13.0,1200.0,8.0,215.86774900000003,171.272347,0.0
3294,4EXcVNZTWupBDt0y,28.59068,367.44,0.0,0.0,1.0,367.44,0.916667,0.0,0.833333,0.0,0.0,13.0,5700.0,12.0,360.925707,151.126893,0.8
3295,rsCpDlv2D8q4TkLa,5010.879703000001,0.0,2181.390333,0.0,1.0,0.0,0.0,0.0,0.0,0.25,7.0,0.0,7000.0,12.0,1327.690018,1273.479311,0.0
3296,uUCH3vZZY6TElsFA,49.906438,0.0,555.236585,0.0,0.375,0.0,0.0,0.0,0.0,0.25,2.0,0.0,500.0,8.0,841.70571,39.780536,0.25
3297,NkWFqmgdV6lrNLif,1906.550855,1244.37,0.0,83.53,1.0,1160.84,0.833333,0.083333,0.833333,0.0,0.0,21.0,1800.0,12.0,1182.12849,3748.341561,0.0
3298,HzdcXy0PZM5zojEY,1718.885963,578.78,0.0,0.0,1.0,578.78,0.666667,0.0,0.666667,0.0,0.0,14.0,1000.0,12.0,294.1538720000001,20316.09631,0.0
3299,jnsPZ1FrvGtMIywO,14.508545000000002,186.14,0.0,0.0,0.454545,186.14,0.75,0.0,0.666667,0.0,0.0,9.0,2500.0,12.0,181.846393,78.984685,0.14285699999999998
3300,H1O5QaC81J2erYS5,241.097264,790.6,0.0,63.9,1.0,726.7,1.0,0.083333,1.0,0.0,0.0,42.0,1500.0,12.0,478.948292,168.169675,0.166667
3301,nUjSFDfT9uqQhRxX,4940.113918,814.66,908.434086,814.66,1.0,0.0,0.583333,0.583333,0.0,0.083333,1.0,8.0,10000.0,12.0,1904.849069,1428.029439,0.0
3302,IunutWf1udY5R1im,119.368715,339.11,87.547315,611.65,0.909091,12.41,0.416667,0.5,0.083333,0.083333,2.0,5.0,6500.0,12.0,107.203529,187.367893,0.0
3303,ZaMOiFiN6KaZRnbA,20.933565,295.32,0.0,0.0,0.363636,295.32,0.333333,0.0,0.333333,0.0,0.0,8.0,3000.0,12.0,315.3012720000001,57.711988,0.181818
3304,hnBeNiwgt1RJS581,1369.512062,589.94,0.0,0.0,1.0,589.94,1.0,0.0,1.0,0.0,0.0,23.0,5000.0,12.0,482.481306,488.548589,0.0
3305,An9uzL1UBgTFWGyr,137.909416,897.42,0.0,684.12,1.0,213.3,0.916667,0.916667,0.583333,0.0,0.0,27.0,7000.0,12.0,965.182597,191.931603,0.083333
3306,KsN7vXeAKaNl9PT9,2.451938,37.75,0.0,0.0,0.090909,37.75,0.083333,0.0,0.083333,0.0,0.0,1.0,4000.0,12.0,426.039083,117.833863,1.0
3307,MqQ7I3RgwtpTPRmX,5355.922522999998,2469.28,5839.680075,905.98,1.0,1563.3,0.916667,0.583333,0.833333,0.666667,27.0,33.0,8000.0,12.0,1226.857482,2016.38299,0.0
3308,CJM83uWN9Uu1bP5r,2068.865586,0.0,1285.834671,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,2500.0,12.0,607.215424,496.404113,0.0
3309,m7vDav1fcaDbs6xo,1380.728565,0.0,126.637116,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,3.0,0.0,1500.0,12.0,279.782836,515.444012,0.0
3310,hMEEstTPnqg0G1x6,3386.99251,171.92,0.0,171.92,1.0,0.0,0.416667,0.416667,0.0,0.0,0.0,5.0,4500.0,12.0,907.867126,912.269822,0.0
3311,JStv7ri6YBgNWKtv,1622.84216,248.74,1814.147021,0.0,1.0,248.74,0.333333,0.0,0.25,0.25,3.0,4.0,2500.0,12.0,1082.286757,384.449529,0.0
3312,7SbUhHJJeQRZSpim,1809.828751,1333.28,0.0,0.0,1.0,1333.28,0.666667,0.0,0.583333,0.0,0.0,8.0,1800.0,12.0,1400.05777,2407.246035,0.0
3313,v5Vq22XlJ0eliVzA,1847.255047,186.33,0.0,117.58,1.0,68.75,0.666667,0.25,0.416667,0.0,0.0,8.0,2000.0,12.0,494.841702,575.0359990000002,0.0
3314,MnMBrMRRFflHYvFU,19.516936,851.0,0.0,851.0,0.090909,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,5000.0,12.0,9821.138115,394.645496013824,0.0
3315,ntxRwlgikiCVVP93,0.0,54.0,0.0,0.0,0.0,54.0,0.166667,0.0,0.166667,0.0,0.0,2.0,4000.0,12.0,0.0,70.11775150384145,0.0
3316,4CaGMXo5M9bTlgro,156.216753,1354.86,0.0,585.63,0.818182,769.23,0.916667,0.333333,0.833333,0.0,0.0,34.0,5500.0,12.0,858.976682,108.319927,0.0
3317,cJY0S0x7P2H2UZMS,6958.239973999999,0.0,3482.6995060000004,0.0,1.0,0.0,0.0,0.0,0.0,0.166667,2.0,0.0,7500.0,12.0,3688.217452,1752.6571149999993,0.0
3318,Xzk7UU0DhFCVB1Zf,0.14445999999999998,0.0,97.038129,0.0,0.1,0.0,0.0,0.0,0.0,0.2,2.0,0.0,7000.0,10.0,186.434257,18.249813,0.0
3319,ydLrgLkeD3fGE6Pm,14100.2511,4995.8,20712.67008,3403.11,1.0,1592.69,1.0,1.0,0.333333,0.833333,36.0,34.0,16500.0,12.0,20418.33238,21235.0653,0.0
3320,GfrSa17mZ1mXQqdV,802.8784400000002,3228.26,0.0,2766.92,1.0,461.34,1.0,0.583333,1.0,0.0,0.0,61.0,3000.0,12.0,630.245499,291.309586,0.166667
